Omega,x,x0,v0,stable,floquet
0.512,2.9972987742737023,-0.4906233576946717,2.179058928180293,True,[-0.1287031+0.75246685j -0.1287031-0.75246685j]
0.513,2.9956176306811964,-0.4730330553944412,2.182315515194224,True,[-0.09659183+0.7576639j -0.09659183-0.7576639j]
0.514,2.9939229130955094,-0.4550354965808387,2.185505298312764,True,[-0.06399722+0.76151225j -0.06399722-0.76151225j]
0.515,2.9922140983633434,-0.4365897333802033,2.1886255474633574,True,[-0.03089042+0.76397158j -0.03089042-0.76397158j]
0.516,2.9904905773292363,-0.4176477431063535,2.191673100600028,True,[0.00276772+0.76498865j 0.00276772-0.76498865j]
0.517,2.9887516343587035,-0.3981527363426991,2.194644235826892,True,[0.03703032+0.76449382j 0.03703032-0.76449382j]
0.518,2.9869964188025095,-0.3780367133660053,2.1975345280187093,True,[0.07196668+0.76239618j 0.07196668-0.76239618j]
0.519,2.9852239067207935,-0.3572173303635557,2.2003386154015,True,[0.10766919+0.7585762j 0.10766919-0.7585762j]
0.52,2.9834328372340937,-0.3355926438685104,2.2030499866021795,True,[0.14425377+0.75287648j 0.14425377-0.75287648j]
0.521,2.9816216425161106,-0.3130350893967351,2.2056604387790038,True,[0.18187736+0.74508571j 0.18187736-0.74508571j]
0.522,2.9797883179602294,-0.2893806796917647,2.208159508474342,True,[0.22074689+0.73491574j 0.22074689-0.73491574j]
0.523,2.9779302316403826,-0.2644130837925639,2.2105334290655385,True,[0.26114515+0.72196271j 0.26114515-0.72196271j]
0.524,2.976043805821358,-0.2378367065772282,2.212763476169381,True,[0.30346623+0.70564162j 0.30346623-0.70564162j]
0.525,2.974123954356424,-0.209229475330395,2.214822997798424,True,[0.34828548+0.68506373j 0.34828548-0.68506373j]
0.526,2.972163005635145,-0.1779518821960975,2.2166716999824416,True,[0.3964915+0.65878764j 0.3964915-0.65878764j]
0.527,2.9701483425374464,-0.1429476895744447,2.2182433263168955,True,[0.44956842+0.6242474j 0.44956842-0.6242474j]
0.528,2.9680563101913884,-0.1022286668639795,2.2194133734315207,True,[0.51035773+0.57612485j 0.51035773-0.57612485j]
0.529,2.9658305276733286,-0.0510367348567307,2.219884720089782,True,[0.58574957+0.4998689j 0.58574957-0.4998689j]
0.53,2.9632038746181526,0.0332716136099335,2.218247590493893,True,[0.70904535+0.30134889j 0.70904535-0.30134889j]
